,SNO,Gene ID,Transcript ID,Biotype,Strand,Seq region Name,Transcript Start,Transcript End,Transcript Length,No. of Exons
1431,1432,ENSG00000224899,ENST00000454957,lincRNA,-1,7,125151326,125153611,600,2
1432,1433,ENSG00000224910,ENST00000453968,lincRNA,1,19,35597907,35601501,362,3
1433,1434,ENSG00000224918,ENST00000426697,lincRNA,-1,3,53348,54346,399,2
1434,1435,ENSG00000224922,ENST00000444356,lincRNA,1,21,13769932,13771740,458,2
1435,1436,ENSG00000224924,ENST00000416768,lincRNA,-1,21,20742590,20803063,1850,7
1436,1437,ENSG00000224924,ENST00000437238,lincRNA,-1,21,20742595,20803098,2004,8
1437,1438,ENSG00000224924,ENST00000452561,lincRNA,-1,21,20742921,20803070,1761,8
1438,1439,ENSG00000224924,ENST00000435279,lincRNA,-1,21,20742921,20803216,1733,7
1439,1440,ENSG00000224924,ENST00000419299,lincRNA,-1,21,20743739,20803086,829,7
1440,1441,ENSG00000224932,ENST00000416680,lincRNA,-1,4,117314597,117360639,735,7
1441,1442,ENSG00000224933,ENST00000448806,lincRNA,-1,13,76013023,76014501,277,2
1442,1443,ENSG00000224935,ENST00000452685,lincRNA,-1,9,12098660,12159147,561,4
1443,1444,ENSG00000224939,ENST00000429269,lincRNA,1,1,234629311,234634780,2270,2
1444,1445,ENSG00000224943,ENST00000412932,lincRNA,1,1,159466321,159483376,853,3
1445,1446,ENSG00000224944,ENST00000437768,lincRNA,-1,6,91629915,91690428,733,4
1446,1447,ENSG00000224950,ENST00000456414,lincRNA,-1,1,116493016,116499212,2302,2
1447,1448,ENSG00000224957,ENST00000420823,lincRNA,1,3,536231,846015,3948,5
1448,1449,ENSG00000224957,ENST00000442809,lincRNA,1,3,536253,842644,586,5
1449,1450,ENSG00000224959,ENST00000432268,lincRNA,-1,2,111491943,111494811,881,2
1450,1451,ENSG00000224961,ENST00000417299,lincRNA,1,20,10696949,10754027,855,4
1451,1452,ENSG00000224968,ENST00000451341,lincRNA,1,1,177351586,177366272,491,4
1452,1453,ENSG00000224977,ENST00000424181,lincRNA,1,1,174022509,174022985,335,2
1453,1454,ENSG00000224989,ENST00000421205,lincRNA,1,Y,17500958,17515018,906,7
1454,1455,ENSG00000224995,ENST00000441949,lincRNA,-1,6,81813286,81814157,520,2
1455,1456,ENSG00000225002,ENST00000445897,lincRNA,-1,9,106061354,106064825,456,2
1456,1457,ENSG00000225006,ENST00000426262,lincRNA,1,1,188508538,188536465,746,4
1457,1458,ENSG00000225007,ENST00000452326,lincRNA,1,22,19667023,19667555,287,2
1458,1459,ENSG00000225012,ENST00000420327,lincRNA,1,X,89423738,89441911,281,2
1459,1460,ENSG00000225012,ENST00000435867,lincRNA,1,X,89423738,89446983,308,3
1460,1461,ENSG00000225028,ENST00000445070,lincRNA,1,1,47818066,47820237,1807,2
1461,1462,ENSG00000225039,ENST00000420694,lincRNA,-1,13,30419519,30422237,448,2
1462,1463,ENSG00000225044,ENST00000418972,lincRNA,-1,3,1962381,1987470,357,2
1463,1464,ENSG00000225050,ENST00000450292,lincRNA,-1,9,118687752,118705960,386,2
1464,1465,ENSG00000225056,ENST00000450971,lincRNA,-1,20,23655225,23656390,436,2
1465,1466,ENSG00000225058,ENST00000415940,lincRNA,-1,3,187997422,188003990,427,2
1466,1467,ENSG00000225064,ENST00000438824,lincRNA,1,2,207260445,207270690,523,3
1467,1468,ENSG00000225077,ENST00000650463,lincRNA,1,1,6234692,6239408,2040,4
1468,1469,ENSG00000225077,ENST00000441724,lincRNA,1,1,6236240,6238940,1138,5
1469,1470,ENSG00000225077,ENST00000429480,lincRNA,1,1,6237771,6239444,1302,2
1470,1471,ENSG00000225085,ENST00000436084,lincRNA,1,9,82405188,82406239,455,2
1471,1472,ENSG00000225087,ENST00000445976,lincRNA,-1,1,72748921,72899140,499,5
1472,1473,ENSG00000225096,ENST00000641671,lincRNA,1,6,57961438,57973690,2259,5
1473,1474,ENSG00000225096,ENST00000420759,lincRNA,1,6,57961548,57972280,444,3
1474,1475,ENSG00000225096,ENST00000641829,lincRNA,1,6,57961657,58096507,1535,8
1475,1476,ENSG00000225096,ENST00000641775,lincRNA,1,6,57962078,58438364,1723,6
1476,1477,ENSG00000225096,ENST00000641631,lincRNA,1,6,58038433,58332065,1094,7
1477,1478,ENSG00000225096,ENST00000457561,lincRNA,1,6,58038466,58188234,1333,4
1478,1479,ENSG00000225105,ENST00000435725,lincRNA,-1,13,25193107,25210295,302,2
1479,1480,ENSG00000225107,ENST00000420548,lincRNA,-1,2,145569294,145588024,833,4
1480,1481,ENSG00000225127,ENST00000593272,lincRNA,-1,20,21087604,21106358,630,3
1481,1482,ENSG00000225127,ENST00000455890,lincRNA,-1,20,21092809,21101559,1220,2
1482,1483,ENSG00000225127,ENST00000420705,lincRNA,-1,20,21093558,21106334,359,2
1483,1484,ENSG00000225128,ENST00000438065,lincRNA,1,7,85421122,85489293,788,4
1484,1485,ENSG00000225128,ENST00000422448,lincRNA,1,7,85475227,85489232,485,2
1485,1486,ENSG00000225129,ENST00000424662,lincRNA,-1,20,59352195,59357774,593,2
1486,1487,ENSG00000225148,ENST00000445585,lincRNA,-1,6,139856104,139877391,786,2
1487,1488,ENSG00000225152,ENST00000415509,lincRNA,-1,10,123425713,123427640,416,2
1488,1489,ENSG00000225156,ENST00000425325,lincRNA,1,2,44954664,44968762,2685,4
1489,1490,ENSG00000225166,ENST00000447835,lincRNA,1,2,215453707,215463871,825,4
1490,1491,ENSG00000225172,ENST00000422480,lincRNA,1,1,198983321,198985201,835,3
1491,1492,ENSG00000225172,ENST00000440162,lincRNA,1,1,198983624,198985400,917,3
1492,1493,ENSG00000225173,ENST00000457253,lincRNA,-1,6,28837869,28839006,709,2
1493,1494,ENSG00000225174,ENST00000426008,lincRNA,1,6,108123515,108156698,717,2
1494,1495,ENSG00000225174,ENST00000441184,lincRNA,1,6,108123633,108159392,3334,2
1495,1496,ENSG00000225179,ENST00000440160,lincRNA,-1,13,34435450,34640685,394,3
1496,1497,ENSG00000225179,ENST00000428706,lincRNA,-1,13,34533846,34534350,413,2
1497,1498,ENSG00000225194,ENST00000412122,lincRNA,-1,9,96019724,96021811,1785,2
1498,1499,ENSG00000225194,ENST00000583864,lincRNA,-1,9,96020771,96027960,807,2
1499,1500,ENSG00000225194,ENST00000580908,lincRNA,-1,9,96023260,96027993,3064,2
1500,1501,ENSG00000225194,ENST00000648648,lincRNA,-1,9,96023278,96027966,2855,2
1501,1502,ENSG00000225194,ENST00000649879,lincRNA,-1,9,96023299,96027960,2783,2
1502,1503,ENSG00000225194,ENST00000650007,lincRNA,-1,9,96023425,96027959,2492,2
1503,1504,ENSG00000225206,ENST00000602672,lincRNA,-1,1,97933474,98046147,1306,6
1504,1505,ENSG00000225206,ENST00000634594,lincRNA,-1,1,97986740,98045305,3586,2
1505,1506,ENSG00000225206,ENST00000424528,lincRNA,-1,1,97988000,98049863,2639,5
1506,1507,ENSG00000225206,ENST00000413670,lincRNA,-1,1,98043352,98045458,2107,1
1507,1508,ENSG00000225206,ENST00000602852,lincRNA,-1,1,98044296,98046224,999,2
1508,1509,ENSG00000225206,ENST00000602984,lincRNA,-1,1,98044501,98046221,968,2
1509,1510,ENSG00000225208,ENST00000442188,lincRNA,1,10,101311018,101311505,382,2
1510,1511,ENSG00000225209,ENST00000444745,lincRNA,1,7,68020253,68032690,510,6
1511,1512,ENSG00000225218,ENST00000431150,lincRNA,-1,21,42831040,42836477,285,3
1512,1513,ENSG00000225226,ENST00000454367,lincRNA,1,2,58275877,58296548,813,3
1513,1514,ENSG00000225231,ENST00000412084,lincRNA,-1,12,9936579,9943495,979,5
1514,1515,ENSG00000225233,ENST00000417161,lincRNA,1,1,213492301,213546447,440,2
1515,1516,ENSG00000225249,ENST00000413402,lincRNA,1,13,60685199,60694068,403,3
1516,1517,ENSG00000225249,ENST00000455894,lincRNA,1,13,60685199,60694528,324,3
1517,1518,ENSG00000225255,ENST00000438574,lincRNA,1,22,15765687,15778297,519,3
1518,1519,ENSG00000225255,ENST00000453395,lincRNA,1,22,15746630,15778297,624,3
1519,1520,ENSG00000225258,ENST00000429816,lincRNA,-1,2,180571712,180692454,562,4
1520,1521,ENSG00000225269,ENST00000417883,lincRNA,1,10,4655427,4662419,1745,3
1521,1522,ENSG00000225285,ENST00000430109,lincRNA,-1,1,1430539,1434573,510,2
1522,1523,ENSG00000225285,ENST00000434150,lincRNA,-1,1,1430550,1431843,444,2
1523,1524,ENSG00000225285,ENST00000454562,lincRNA,-1,1,1430550,1434488,424,2
1524,1525,ENSG00000225285,ENST00000417917,lincRNA,-1,1,1430664,1434520,634,2
1525,1526,ENSG00000225298,ENST00000411460,lincRNA,1,21,27722379,27751233,524,4
1526,1527,ENSG00000225298,ENST00000425376,lincRNA,1,21,27722398,27751233,509,4
1527,1528,ENSG00000225298,ENST00000442550,lincRNA,1,21,27724799,27751233,572,4
1528,1529,ENSG00000225316,ENST00000648281,lincRNA,1,13,19561328,19588238,961,5
1529,1530,ENSG00000225316,ENST00000438640,lincRNA,1,13,19587118,19588350,422,2
1530,1531,ENSG00000225321,ENST00000635258,lincRNA,-1,20,22263065,22282486,4566,4
1531,1532,ENSG00000225321,ENST00000635277,lincRNA,-1,20,22263161,22284029,781,5
1532,1533,ENSG00000225321,ENST00000635299,lincRNA,-1,20,22270046,22282857,1978,4
1533,1534,ENSG00000225321,ENST00000420928,lincRNA,-1,20,22280228,22282672,504,3
1534,1535,ENSG00000225325,ENST00000448643,lincRNA,-1,1,166387727,166452632,810,3
1535,1536,ENSG00000225331,ENST00000411694,lincRNA,-1,21,44158740,44160072,863,2
1536,1537,ENSG00000225331,ENST00000424921,lincRNA,-1,21,44159015,44160076,475,3
1537,1538,ENSG00000225334,ENST00000651912,lincRNA,1,1,224766352,224773340,1314,3
1538,1539,ENSG00000225334,ENST00000416908,lincRNA,1,1,224766900,224773341,423,2
1539,1540,ENSG00000225337,ENST00000419576,lincRNA,1,9,68307393,68308445,416,2
1540,1541,ENSG00000225359,ENST00000456771,lincRNA,-1,1,181190471,181191149,532,2
1541,1542,ENSG00000225383,ENST00000602763,lincRNA,-1,10,10784437,10794957,597,4
1542,1543,ENSG00000225383,ENST00000415590,lincRNA,-1,10,10784437,10794967,627,4
1543,1544,ENSG00000225383,ENST00000434919,lincRNA,-1,10,10784438,10794980,465,3
1544,1545,ENSG00000225383,ENST00000446372,lincRNA,-1,10,10784439,10794914,693,4
1545,1546,ENSG00000225383,ENST00000634899,lincRNA,-1,10,10784443,10789036,361,3
1546,1547,ENSG00000225386,ENST00000435884,lincRNA,-1,3,26619330,26622690,454,4
1547,1548,ENSG00000225387,ENST00000420211,lincRNA,1,1,18385829,18388514,491,2
1548,1549,ENSG00000225391,ENST00000432330,lincRNA,-1,6,136982165,136993234,1357,3
1549,1550,ENSG00000225391,ENST00000418699,lincRNA,-1,6,136982165,136993234,1349,3
1550,1551,ENSG00000225399,ENST00000622888,lincRNA,1,3,49260085,49261316,1232,1
1551,1552,ENSG00000225399,ENST00000440528,lincRNA,1,3,49260085,49261311,1227,1
1552,1553,ENSG00000225411,ENST00000417843,lincRNA,-1,9,63802144,63814159,2878,5
1553,1554,ENSG00000225411,ENST00000650308,lincRNA,-1,9,63804784,63812877,1585,3
1554,1555,ENSG00000225413,ENST00000432249,lincRNA,-1,22,23512494,23513602,477,2
1555,1556,ENSG00000225421,ENST00000637390,lincRNA,-1,2,198493242,198629293,1692,4
1556,1557,ENSG00000225421,ENST00000440609,lincRNA,-1,2,198553195,198772356,504,3
1557,1558,ENSG00000225424,ENST00000414581,lincRNA,1,10,129278251,129291722,475,2
1558,1559,ENSG00000225427,ENST00000446391,lincRNA,-1,13,78787319,78792307,376,3
1559,1560,ENSG00000225431,ENST00000419628,lincRNA,-1,21,42599280,42615058,1775,2
1560,1561,ENSG00000225434,ENST00000451596,lincRNA,1,9,72305430,72315464,671,2
1561,1562,ENSG00000225434,ENST00000436054,lincRNA,1,9,72305436,72343210,2078,5
1562,1563,ENSG00000225434,ENST00000451152,lincRNA,1,9,72305517,72315464,588,2
1563,1564,ENSG00000225444,ENST00000435357,lincRNA,1,2,52373118,52390012,604,2
1564,1565,ENSG00000225446,ENST00000425185,lincRNA,1,1,90851759,90855253,1547,2
1565,1566,ENSG00000225470,ENST00000639185,lincRNA,1,X,73944184,74012945,9658,6
1566,1567,ENSG00000225470,ENST00000640437,lincRNA,1,X,73944236,74032804,1620,4
1567,1568,ENSG00000225470,ENST00000602938,lincRNA,1,X,73944324,73999114,581,5
1568,1569,ENSG00000225470,ENST00000602294,lincRNA,1,X,73944324,74004351,502,5
1569,1570,ENSG00000225470,ENST00000602920,lincRNA,1,X,73944324,74004551,625,4
1570,1571,ENSG00000225470,ENST00000602737,lincRNA,1,X,73944327,73947206,544,2
1571,1572,ENSG00000225470,ENST00000602772,lincRNA,1,X,73944328,74070408,1692,5
1572,1573,ENSG00000225470,ENST00000414209,lincRNA,1,X,73944342,74000491,2194,5
1573,1574,ENSG00000225470,ENST00000602895,lincRNA,1,X,73944343,73999503,829,4
1574,1575,ENSG00000225470,ENST00000453317,lincRNA,1,X,73944346,73944946,483,2
1575,1576,ENSG00000225470,ENST00000602546,lincRNA,1,X,73944346,73999368,762,5
1576,1577,ENSG00000225470,ENST00000602985,lincRNA,1,X,73944351,74004551,476,3
1577,1578,ENSG00000225470,ENST00000415215,lincRNA,1,X,73944367,73947430,475,4
1578,1579,ENSG00000225488,ENST00000651867,lincRNA,-1,7,56477588,56483261,705,3
1579,1580,ENSG00000225488,ENST00000436042,lincRNA,-1,7,56482105,56483295,673,2
1580,1581,ENSG00000225489,ENST00000615168,lincRNA,1,9,6716495,6724011,2013,6
1581,1582,ENSG00000225489,ENST00000452643,lincRNA,1,9,6716548,6723630,1501,5
1582,1583,ENSG00000225489,ENST00000443688,retained_intron,1,9,6718810,6719370,472,2
1583,1584,ENSG00000225489,ENST00000451142,lincRNA,1,9,6718965,6727438,846,5
1584,1585,ENSG00000225493,ENST00000446979,lincRNA,-1,2,238510690,238555054,1975,3
1585,1586,ENSG00000225498,ENST00000445784,lincRNA,1,7,90312496,90322592,733,3
1586,1587,ENSG00000225506,ENST00000444042,lincRNA,-1,1,47096653,47179271,921,4
1587,1588,ENSG00000225518,ENST00000602806,lincRNA,1,1,226083639,226089496,595,3
1588,1589,ENSG00000225518,ENST00000412855,lincRNA,1,1,226083951,226090292,423,4
1589,1590,ENSG00000225519,ENST00000412362,lincRNA,1,10,90994620,91006390,380,2
1590,1591,ENSG00000225532,ENST00000415530,lincRNA,-1,6,170736173,170737777,439,3
1591,1592,ENSG00000225535,ENST00000435981,lincRNA,1,7,115078958,115126314,1187,4
1592,1593,ENSG00000225535,ENST00000419905,lincRNA,1,7,115078998,115125791,746,5
1593,1594,ENSG00000225535,ENST00000467677,lincRNA,1,7,115079019,115125943,685,3
1594,1595,ENSG00000225535,ENST00000460471,lincRNA,1,7,115118212,115122225,784,3
1595,1596,ENSG00000225537,ENST00000443714,lincRNA,1,7,45460712,45542182,542,3
1596,1597,ENSG00000225539,ENST00000438505,lincRNA,1,2,194344269,194386506,882,5
1597,1598,ENSG00000225539,ENST00000450848,lincRNA,1,2,194344269,194390927,625,5
1598,1599,ENSG00000225539,ENST00000419786,lincRNA,1,2,194344282,194419645,1084,6
1599,1600,ENSG00000225539,ENST00000650872,lincRNA,1,2,194344309,194573428,1199,9
1600,1601,ENSG00000225545,ENST00000426090,lincRNA,-1,1,170587249,170588236,130,2
1601,1602,ENSG00000225546,ENST00000431071,lincRNA,-1,7,119704556,119907375,559,3
1602,1603,ENSG00000225546,ENST00000426413,lincRNA,-1,7,119750815,119907375,1577,4
1603,1604,ENSG00000225548,ENST00000647336,lincRNA,1,3,27797563,27931579,1819,8
1604,1605,ENSG00000225548,ENST00000425195,lincRNA,1,3,27802762,27860327,493,4
1605,1606,ENSG00000225548,ENST00000414382,lincRNA,1,3,27821488,27891301,543,3
1606,1607,ENSG00000225548,ENST00000455984,lincRNA,1,3,27821598,27860192,332,3
1607,1608,ENSG00000225554,ENST00000444330,lincRNA,1,1,241424292,241433328,504,3
1608,1609,ENSG00000225554,ENST00000413994,lincRNA,1,1,241424398,241433492,473,2
1609,1610,ENSG00000225559,ENST00000413567,lincRNA,1,7,138163440,138164637,457,2
1610,1611,ENSG00000225561,ENST00000446002,lincRNA,-1,1,218912757,218916184,390,3
1611,1612,ENSG00000225563,ENST00000423233,lincRNA,-1,20,53799823,53801318,345,2
1612,1613,ENSG00000225564,ENST00000411575,lincRNA,-1,9,103140523,103325034,3738,10
1613,1614,ENSG00000225564,ENST00000425157,lincRNA,-1,9,103207173,103253266,659,4
1614,1615,ENSG00000225564,ENST00000455051,lincRNA,-1,9,103276031,103324778,550,4
1615,1616,ENSG00000225570,ENST00000449835,lincRNA,-1,2,181690380,181693415,985,2
1616,1617,ENSG00000225579,ENST00000422405,lincRNA,1,13,77828222,77833950,601,5
1617,1618,ENSG00000225582,ENST00000447729,lincRNA,1,17,34479312,34479928,321,2
1618,1619,ENSG00000225582,ENST00000441287,lincRNA,1,17,34479334,34479957,323,2
1619,1620,ENSG00000225588,ENST00000422203,lincRNA,1,2,107362282,107406260,648,3
1620,1621,ENSG00000225588,ENST00000413708,lincRNA,1,2,107362319,107407329,616,4
1621,1622,ENSG00000225588,ENST00000443833,lincRNA,1,2,107381192,107400686,319,2
1622,1623,ENSG00000225595,ENST00000440244,lincRNA,-1,6,28859625,28863350,2458,2
1623,1624,ENSG00000225595,ENST00000606727,lincRNA,-1,6,28861150,28863677,1260,2
1624,1625,ENSG00000225595,ENST00000606624,lincRNA,-1,6,28863290,28864630,560,2
1625,1626,ENSG00000225598,ENST00000458146,lincRNA,-1,1,80373364,80374621,580,2
1626,1627,ENSG00000225605,ENST00000635455,lincRNA,1,1,75932479,76019356,969,8
1627,1628,ENSG00000225605,ENST00000436121,lincRNA,1,1,76003026,76019350,656,5
1628,1629,ENSG00000225612,ENST00000418523,lincRNA,1,7,155267299,155268052,456,3
1629,1630,ENSG00000225613,ENST00000418518,lincRNA,-1,6,52146814,52151119,462,3
1630,1631,ENSG00000225620,ENST00000411431,lincRNA,1,1,202632428,202632911,365,2
1631,1632,ENSG00000225637,ENST00000435702,lincRNA,1,21,43363332,43366566,2816,2
1632,1633,ENSG00000225640,ENST00000450640,lincRNA,-1,20,5507875,5510002,358,3
1633,1634,ENSG00000225643,ENST00000412797,lincRNA,1,1,25581478,25590356,483,2
1634,1635,ENSG00000225647,ENST00000440208,lincRNA,1,7,108598375,108614267,665,4
1635,1636,ENSG00000225655,ENST00000613309,lincRNA,1,9,41073710,41076392,681,2
1636,1637,ENSG00000225655,ENST00000458364,lincRNA,1,9,41073735,41076392,536,2
1637,1638,ENSG00000225656,ENST00000436739,lincRNA,-1,1,230823641,230824707,311,2
1638,1639,ENSG00000225657,ENST00000434176,lincRNA,1,20,56577563,56596126,698,6
1639,1640,ENSG00000225657,ENST00000437350,lincRNA,1,20,56596310,56598621,298,2
1640,1641,ENSG00000225675,ENST00000445039,lincRNA,1,1,53328233,53336509,567,3
1641,1642,ENSG00000225680,ENST00000436530,lincRNA,-1,14,53599832,53614026,726,2
1642,1643,ENSG00000225684,ENST00000439875,lincRNA,-1,9,113103338,113111473,7380,2
1643,1644,ENSG00000225684,ENST00000423546,lincRNA,-1,9,113104723,113111500,5629,3
1644,1645,ENSG00000225689,ENST00000449485,lincRNA,-1,X,128323620,128600468,481,4
1645,1646,ENSG00000225703,ENST00000434531,lincRNA,-1,7,76972679,76976961,453,2
1646,1647,ENSG00000225706,ENST00000447950,lincRNA,1,9,8858130,8862255,1668,2
1647,1648,ENSG00000225706,ENST00000430766,lincRNA,1,9,8858134,8861724,1959,2
1648,1649,ENSG00000225708,ENST00000441277,lincRNA,-1,20,58069054,58072060,1014,2
1649,1650,ENSG00000225708,ENST00000452842,lincRNA,-1,20,58069054,58072070,744,2
1650,1651,ENSG00000225718,ENST00000435148,lincRNA,-1,7,69224696,69430923,702,3
1651,1652,ENSG00000225718,ENST00000426356,lincRNA,-1,7,69269778,69272006,321,2
1652,1653,ENSG00000225718,ENST00000421513,lincRNA,-1,7,69359082,69430871,653,3
1653,1654,ENSG00000225725,ENST00000529252,lincRNA,1,8,7955014,8008755,1433,7
1654,1655,ENSG00000225725,ENST00000533615,lincRNA,1,8,7955074,7990697,2087,8
1655,1656,ENSG00000225742,ENST00000415869,lincRNA,-1,3,194203016,194250153,910,3
1656,1657,ENSG00000225742,ENST00000432908,lincRNA,-1,3,194203480,194206307,408,3
1657,1658,ENSG00000225744,ENST00000426124,lincRNA,1,2,111607841,111612518,792,2
1658,1659,ENSG00000225746,ENST00000553584,lincRNA,1,14,100894770,100906968,498,4
1659,1660,ENSG00000225746,ENST00000554852,lincRNA,1,14,100894889,100907006,557,5
1660,1661,ENSG00000225746,ENST00000636052,lincRNA,1,14,100894964,100947079,1369,14
1661,1662,ENSG00000225746,ENST00000553465,lincRNA,1,14,100897949,100928615,1176,7
1662,1663,ENSG00000225746,ENST00000554323,lincRNA,1,14,100906044,100907101,286,2
1663,1664,ENSG00000225746,ENST00000556475,lincRNA,1,14,100907043,100935999,480,4
1664,1665,ENSG00000225746,ENST00000553421,lincRNA,1,14,100913384,100914972,439,2
1665,1666,ENSG00000225746,ENST00000638012,lincRNA,1,14,100936492,100986938,3757,31
1666,1667,ENSG00000225746,ENST00000556720,lincRNA,1,14,100937401,100947076,456,6
1667,1668,ENSG00000225746,ENST00000555354,lincRNA,1,14,100938886,100947207,469,5
1668,1669,ENSG00000225746,ENST00000554485,lincRNA,1,14,100938928,100945160,541,4
1669,1670,ENSG00000225746,ENST00000427085,lincRNA,1,14,100947083,100952752,644,6
1670,1671,ENSG00000225746,ENST00000414488,lincRNA,1,14,100948978,100958550,800,8
1671,1672,ENSG00000225746,ENST00000434716,lincRNA,1,14,100949050,100956222,737,7
1672,1673,ENSG00000225746,ENST00000554369,lincRNA,1,14,100951444,100960179,485,6
1673,1674,ENSG00000225746,ENST00000556637,lincRNA,1,14,100954608,100960179,924,4
1674,1675,ENSG00000225746,ENST00000443252,lincRNA,1,14,100958262,100960199,480,2
1675,1676,ENSG00000225746,ENST00000649300,lincRNA,1,14,100960126,100993907,1843,21
1676,1677,ENSG00000225746,ENST00000423708,lincRNA,1,14,100960509,100965766,823,2
1677,1678,ENSG00000225746,ENST00000442197,lincRNA,1,14,100961027,100967040,625,4
1678,1679,ENSG00000225746,ENST00000636391,lincRNA,1,14,100966645,101038859,2598,29
1679,1680,ENSG00000225746,ENST00000554693,lincRNA,1,14,100967652,100987280,1634,12
1680,1681,ENSG00000225746,ENST00000648818,lincRNA,1,14,100969534,100986803,988,11
1681,1682,ENSG00000225746,ENST00000637332,lincRNA,1,14,100984386,100998543,1237,11
1682,1683,ENSG00000225746,ENST00000614605,misc_RNA,1,14,100906098,100906163,66,1
1683,1684,ENSG00000225750,ENST00000413004,lincRNA,-1,1,29144494,29146994,279,3
1684,1685,ENSG00000225759,ENST00000457816,lincRNA,-1,20,37619298,37623119,543,3
1685,1686,ENSG00000225765,ENST00000449772,lincRNA,-1,2,104412227,104414008,493,2
1686,1687,ENSG00000225768,ENST00000447860,lincRNA,-1,10,104474939,104480274,1013,3
1687,1688,ENSG00000225775,ENST00000431369,lincRNA,-1,6,9124221,9161777,661,3
1688,1689,ENSG00000225783,ENST00000421867,lincRNA,1,22,26646428,26665877,962,3
1689,1690,ENSG00000225783,ENST00000643270,lincRNA,1,22,26646452,26669655,3760,6
1690,1691,ENSG00000225783,ENST00000643002,lincRNA,1,22,26646474,26650519,911,3
1691,1692,ENSG00000225783,ENST00000418918,lincRNA,1,22,26646640,26665639,586,3
