,SNO,Index,RefSeq Gene ID,Dbxref,Name,gbkey,Biotype,Type,Seq_id,Strand,Start,End,No. of Transcripts
3934,3935,916468,gene-CTBP1-AS,"GeneID:285463,HGNC:HGNC:48337",CTBP1-AS,Gene,lncRNA,gene,NC_000004.12,1,1210120,1218591,1
3935,3936,916731,gene-CTBP1-AS2,"GeneID:92070,HGNC:HGNC:28307",CTBP1-AS2,Gene,lncRNA,gene,NC_000004.12,1,1249440,1253007,1
3936,3937,916735,gene-LOC105374347,GeneID:105374347,LOC105374347,Gene,lncRNA,gene,NC_000004.12,-1,1284450,1289704,3
3937,3938,916749,gene-LOC105374346,GeneID:105374346,LOC105374346,Gene,lncRNA,gene,NC_000004.12,1,1287681,1288290,1
3938,3939,917460,gene-LOC105374348,GeneID:105374348,LOC105374348,Gene,lncRNA,gene,NC_000004.12,-1,1500991,1503552,2
3939,3940,917587,gene-LOC105374349,GeneID:105374349,LOC105374349,Gene,lncRNA,gene,NC_000004.12,-1,1627314,1629735,1
3940,3941,917850,gene-LOC112268460,GeneID:112268460,LOC112268460,Gene,lncRNA,gene,NC_000004.12,-1,1739311,1740919,1
3941,3942,918818,gene-SCARNA22,"GeneID:677770,HGNC:HGNC:32580",SCARNA22,Gene,guide_RNA,gene,NC_000004.12,1,1974636,1974760,1
3942,3943,918873,gene-MIR943,"GeneID:100126332,HGNC:HGNC:33689,miRBase:MI0005768",MIR943,Gene,miRNA,gene,NC_000004.12,-1,1986384,1986477,2
3943,3944,919065,gene-MIR4800,"GeneID:100616358,HGNC:HGNC:41877,miRBase:MI0017448",MIR4800,Gene,miRNA,gene,NC_000004.12,-1,2250077,2250156,3
3944,3945,919524,gene-LOC105374352,GeneID:105374352,LOC105374352,Gene,lncRNA,gene,NC_000004.12,-1,2342576,2344664,1
3945,3946,919528,gene-LOC107986249,GeneID:107986249,LOC107986249,Gene,lncRNA,gene,NC_000004.12,-1,2371477,2374389,1
3946,3947,919595,gene-LOC105374353,GeneID:105374353,LOC105374353,Gene,lncRNA,gene,NC_000004.12,1,2463015,2466198,1
3947,3948,919600,gene-LOC107986250,GeneID:107986250,LOC107986250,Gene,lncRNA,gene,NC_000004.12,-1,2464525,2469001,1
3948,3949,920205,gene-LOC102723763,GeneID:102723763,LOC102723763,Gene,lncRNA,gene,NC_000004.12,1,2760965,2775918,2
3949,3950,921130,gene-NOP14-AS1,"GeneID:317648,HGNC:HGNC:20205",NOP14-AS1,Gene,lncRNA,gene,NC_000004.12,1,2935546,2951078,1
3950,3951,922227,gene-HTT-AS,"GeneID:100750326,HGNC:HGNC:37118",HTT-AS,Gene,antisense_RNA,gene,NC_000004.12,-1,3063246,3074514,1
3951,3952,922905,gene-LOC105374354,GeneID:105374354,LOC105374354,Gene,lncRNA,gene,NC_000004.12,1,3449976,3453280,1
3952,3953,923019,gene-LOC105374355,GeneID:105374355,LOC105374355,Gene,lncRNA,gene,NC_000004.12,-1,3474938,3476199,1
3953,3954,923058,gene-LINC00955,"GeneID:285492,HGNC:HGNC:26644",LINC00955,Gene,lncRNA,gene,NC_000004.12,1,3576869,3590985,1
3954,3955,923063,gene-LOC112268461,GeneID:112268461,LOC112268461,Gene,lncRNA,gene,NC_000004.12,-1,3633148,3634523,1
3955,3956,923068,gene-LOC105374357,GeneID:105374357,LOC105374357,Gene,lncRNA,gene,NC_000004.12,1,3645105,3653896,4
3956,3957,923085,gene-LINC02171,"GeneID:100133461,HGNC:HGNC:53033",LINC02171,Gene,lncRNA,gene,NC_000004.12,-1,3673593,3677855,1
3957,3958,923090,gene-LOC107986251,GeneID:107986251,LOC107986251,Gene,lncRNA,gene,NC_000004.12,-1,3758748,3765837,1
3958,3959,923132,gene-LOC105374358,GeneID:105374358,LOC105374358,Gene,lncRNA,gene,NC_000004.12,1,3956397,3963940,1
3959,3960,923138,gene-LOC105374359,GeneID:105374359,LOC105374359,Gene,lncRNA,gene,NC_000004.12,1,3988572,4006616,1
3960,3961,923143,gene-LOC101928217,GeneID:101928217,LOC101928217,Gene,lncRNA,gene,NC_000004.12,1,4029913,4074365,6
3961,3962,923174,gene-LOC107986252,GeneID:107986252,LOC107986252,Gene,lncRNA,gene,NC_000004.12,1,4077014,4086709,1
3962,3963,923411,gene-LOC112268462,GeneID:112268462,LOC112268462,Gene,lncRNA,gene,NC_000004.12,1,4370372,4381912,1
3963,3964,923458,gene-LOC107986253,GeneID:107986253,LOC107986253,Gene,lncRNA,gene,NC_000004.12,1,4411725,4414960,1
3964,3965,923689,gene-STX18-IT1,"GeneID:104472519,HGNC:HGNC:41415",STX18-IT1,Gene,lncRNA,gene,NC_000004.12,-1,4476121,4481700,1
3965,3966,923700,gene-LOC107986254,GeneID:107986254,LOC107986254,Gene,lncRNA,gene,NC_000004.12,-1,4522969,4529143,1
3966,3967,923704,gene-STX18-AS1,"GeneID:100507266,HGNC:HGNC:48877",STX18-AS1,Gene,lncRNA,gene,NC_000004.12,1,4542131,4710938,1
3967,3968,923712,gene-LOC101928237,GeneID:101928237,LOC101928237,Gene,lncRNA,gene,NC_000004.12,-1,4560368,4583489,5
3968,3969,923744,gene-SNORD162,"GeneID:109623454,HGNC:HGNC:51876",SNORD162,Gene,snoRNA,gene,NC_000004.12,1,4664326,4664423,1
3969,3970,923747,gene-LOC101928279,GeneID:101928279,LOC101928279,Gene,lncRNA,gene,NC_000004.12,1,4761760,4787374,1
3970,3971,923752,gene-LINC01396,"GeneID:103695434,HGNC:HGNC:50675",LINC01396,Gene,lncRNA,gene,NC_000004.12,1,4844437,4850827,1
3971,3972,923766,gene-LOC101928306,GeneID:101928306,LOC101928306,Gene,lncRNA,gene,NC_000004.12,1,4920808,4988671,1
3972,3973,923773,gene-LOC107986218,GeneID:107986218,LOC107986218,Gene,lncRNA,gene,NC_000004.12,-1,4922152,4923373,1
3973,3974,923798,gene-LOC107986256,GeneID:107986256,LOC107986256,Gene,lncRNA,gene,NC_000004.12,-1,5039319,5044674,1
3974,3975,924007,gene-LOC105374362,GeneID:105374362,LOC105374362,Gene,lncRNA,gene,NC_000004.12,-1,5189518,5204414,5
3975,3976,924033,gene-LINC01587,"GeneID:10141,HGNC:HGNC:13716",LINC01587,Gene,lncRNA,gene,NC_000004.12,1,5524569,5527801,3
3976,3977,925264,gene-MIR378D1,"GeneID:100616201,HGNC:HGNC:41550,miRBase:MI0016749",MIR378D1,Gene,miRNA,gene,NC_000004.12,-1,5923275,5923328,2
3977,3978,925940,gene-LINC02495,"GeneID:285484,HGNC:HGNC:27728",LINC02495,Gene,lncRNA,gene,NC_000004.12,1,6200733,6233936,1
3978,3979,925946,gene-LOC105374364,GeneID:105374364,LOC105374364,Gene,lncRNA,gene,NC_000004.12,-1,6203552,6221936,2
3979,3980,926006,gene-LOC107986257,GeneID:107986257,LOC107986257,Gene,lncRNA,gene,NC_000004.12,-1,6302886,6308709,1
3980,3981,926154,gene-LOC105374365,GeneID:105374365,LOC105374365,Gene,lncRNA,gene,NC_000004.12,1,6568729,6574394,1
3981,3982,926294,gene-LINC02482,"GeneID:105374366,HGNC:HGNC:53458",LINC02482,Gene,lncRNA,gene,NC_000004.12,-1,6670728,6673881,2
3982,3983,926305,gene-LINC002481,"GeneID:339988,HGNC:HGNC:27958",LINC002481,Gene,lncRNA,gene,NC_000004.12,-1,6687448,6690519,1
3983,3984,926325,gene-LOC105378240,GeneID:105378240,LOC105378240,Gene,lncRNA,gene,NC_000004.12,1,6709883,6714048,1
3984,3985,926334,gene-LOC105374367,GeneID:105374367,LOC105374367,Gene,lncRNA,gene,NC_000004.12,1,6763514,6767620,1
3985,3986,926867,gene-LOC100129931,GeneID:100129931,LOC100129931,Gene,lncRNA,gene,NC_000004.12,-1,7030554,7046231,1
3986,3987,926897,gene-LOC105374368,GeneID:105374368,LOC105374368,Gene,lncRNA,gene,NC_000004.12,1,7064883,7066616,1
3987,3988,926901,gene-LOC105374370,GeneID:105374370,LOC105374370,Gene,lncRNA,gene,NC_000004.12,1,7070548,7099217,1
3988,3989,926906,gene-LINC02447,"GeneID:730971,HGNC:HGNC:53379",LINC02447,Gene,lncRNA,gene,NC_000004.12,-1,7097424,7103376,1
3989,3990,927245,gene-LOC105374371,GeneID:105374371,LOC105374371,Gene,lncRNA,gene,NC_000004.12,1,7256812,7263224,2
3990,3991,927254,gene-MIR4798,"GeneID:100616471,HGNC:HGNC:41616,miRBase:MI0017445",MIR4798,Gene,miRNA,gene,NC_000004.12,1,7310450,7310524,3
3991,3992,927266,gene-MIR4274,"GeneID:100422826,HGNC:HGNC:38194,miRBase:MI0015884",MIR4274,Gene,miRNA,gene,NC_000004.12,1,7460028,7460118,2
3992,3993,927271,gene-LOC107986258,GeneID:107986258,LOC107986258,Gene,lncRNA,gene,NC_000004.12,-1,7560239,7565447,1
3993,3994,927275,gene-AFAP1-AS1,"GeneID:84740,HGNC:HGNC:28141",AFAP1-AS1,Gene,lncRNA,gene,NC_000004.12,1,7754090,7778928,1
3994,3995,929399,gene-MIR95,"GeneID:407052,HGNC:HGNC:31647,MIM:613185,miRBase:MI0000097",MIR95,Gene,miRNA,gene,NC_000004.12,-1,8005301,8005381,3
3995,3996,929798,gene-LOC105374373,GeneID:105374373,LOC105374373,Gene,lncRNA,gene,NC_000004.12,-1,8268608,8270181,2
3996,3997,929855,gene-LOC112268463,GeneID:112268463,LOC112268463,Gene,lncRNA,gene,NC_000004.12,-1,8306798,8308499,1
3997,3998,929859,gene-LINC02517,"GeneID:105374374,HGNC:HGNC:53506",LINC02517,Gene,lncRNA,gene,NC_000004.12,1,8320176,8323965,2
3998,3999,930124,gene-LOC105374376,GeneID:105374376,LOC105374376,Gene,lncRNA,gene,NC_000004.12,1,8436317,8439065,2
3999,4000,930434,gene-LOC101928532,GeneID:101928532,LOC101928532,Gene,lncRNA,gene,NC_000004.12,-1,8745396,8747730,2
4000,4001,930454,gene-LOC105374474,GeneID:105374474,LOC105374474,Gene,lncRNA,gene,NC_000004.12,-1,8847235,8853617,2
4001,4002,930471,gene-LOC105369250,GeneID:105369250,LOC105369250,Gene,lncRNA,gene,NC_000004.12,-1,9034714,9152575,13
4002,4003,930678,gene-MIR548I2,"GeneID:100302277,HGNC:HGNC:35353,miRBase:MI0006422",MIR548I2,Gene,miRNA,gene,NC_000004.12,-1,9556168,9556316,2
4003,4004,931332,gene-LOC105374476,GeneID:105374476,LOC105374476,Gene,lncRNA,gene,NC_000004.12,1,9987835,10016736,4
4004,4005,931445,gene-MIR3138,"GeneID:100423011,HGNC:HGNC:38341,miRBase:MI0014161",MIR3138,Gene,miRNA,gene,NC_000004.12,-1,10078611,10078692,2
4005,4006,931451,gene-LOC105374478,GeneID:105374478,LOC105374478,Gene,lncRNA,gene,NC_000004.12,-1,10142809,10158232,1
4006,4007,931460,gene-LOC107986260,GeneID:107986260,LOC107986260,Gene,lncRNA,gene,NC_000004.12,1,10403597,10410278,1
4007,4008,931654,gene-LOC105374482,GeneID:105374482,LOC105374482,Gene,lncRNA,gene,NC_000004.12,1,10489113,10531030,1
4008,4009,931659,gene-LOC105374481,GeneID:105374481,LOC105374481,Gene,lncRNA,gene,NC_000004.12,1,10564795,10578526,1
4009,4010,931665,gene-LOC105374480,GeneID:105374480,LOC105374480,Gene,lncRNA,gene,NC_000004.12,1,10621048,10630891,3
4010,4011,931682,gene-LINC02498,"GeneID:102723525,HGNC:HGNC:53483",LINC02498,Gene,lncRNA,gene,NC_000004.12,1,10737575,10808910,6
4011,4012,931710,gene-LOC105374479,GeneID:105374479,LOC105374479,Gene,lncRNA,gene,NC_000004.12,1,10785781,10789796,1
4012,4013,931715,gene-LOC105374488,GeneID:105374488,LOC105374488,Gene,lncRNA,gene,NC_000004.12,1,11259633,11281056,1
4013,4014,931723,gene-MIR572,"GeneID:693157,HGNC:HGNC:32828,miRBase:MI0003579",MIR572,Gene,miRNA,gene,NC_000004.12,1,11368827,11368921,2
4014,4015,931738,gene-LOC107986178,GeneID:107986178,LOC107986178,Gene,lncRNA,gene,NC_000004.12,1,11455072,11776218,5
4015,4016,931775,gene-LINC02360,"GeneID:105374484,HGNC:HGNC:53282",LINC02360,Gene,lncRNA,gene,NC_000004.12,-1,11740951,11769468,1
4016,4017,931781,gene-LOC105374483,GeneID:105374483,LOC105374483,Gene,lncRNA,gene,NC_000004.12,1,11776305,11789866,1
4017,4018,931786,gene-LOC105374489,GeneID:105374489,LOC105374489,Gene,lncRNA,gene,NC_000004.12,1,11821737,11823971,1
4018,4019,931791,gene-LOC107986179,GeneID:107986179,LOC107986179,Gene,lncRNA,gene,NC_000004.12,1,11914655,11941760,1
4019,4020,931796,gene-LOC107986180,GeneID:107986180,LOC107986180,Gene,lncRNA,gene,NC_000004.12,1,12124527,12129484,1
4020,4021,931801,gene-LINC02270,"GeneID:101929019,HGNC:HGNC:53185",LINC02270,Gene,lncRNA,gene,NC_000004.12,1,12223451,12251286,1
4021,4022,931808,gene-LOC105374492,GeneID:105374492,LOC105374492,Gene,lncRNA,gene,NC_000004.12,-1,12469842,12622908,3
4022,4023,931821,gene-LOC105374490,GeneID:105374490,LOC105374490,Gene,lncRNA,gene,NC_000004.12,1,12535962,12571622,2
4023,4024,931831,gene-LOC107986181,GeneID:107986181,LOC107986181,Gene,lncRNA,gene,NC_000004.12,1,12704053,12725661,2
4024,4025,931840,gene-LOC105374493,GeneID:105374493,LOC105374493,Gene,lncRNA,gene,NC_000004.12,-1,12876577,12973030,5
4025,4026,931863,gene-LOC105374494,GeneID:105374494,LOC105374494,Gene,lncRNA,gene,NC_000004.12,-1,13146257,13270004,1
4026,4027,931922,gene-LOC105374495,GeneID:105374495,LOC105374495,Gene,lncRNA,gene,NC_000004.12,1,13484449,13489889,2
4027,4028,931932,gene-LINC01097,"GeneID:285547,HGNC:HGNC:27738",LINC01097,Gene,lncRNA,gene,NC_000004.12,-1,13526319,13531417,1
4028,4029,931944,gene-LINC01096,"GeneID:285548,HGNC:HGNC:27739",LINC01096,Gene,lncRNA,gene,NC_000004.12,-1,13546076,13547824,1
4029,4030,932440,gene-MIR5091,"GeneID:100847023,HGNC:HGNC:43478,miRBase:MI0017980",MIR5091,Gene,miRNA,gene,NC_000004.12,1,13627865,13627957,2
4030,4031,932449,gene-LINC01182,"GeneID:101929071,HGNC:HGNC:49564",LINC01182,Gene,lncRNA,gene,NC_000004.12,1,13655179,13931228,1
4031,4032,932455,gene-LOC107986183,GeneID:107986183,LOC107986183,Gene,lncRNA,gene,NC_000004.12,-1,13658827,13698483,1
4032,4033,932460,gene-LOC107986184,GeneID:107986184,LOC107986184,Gene,lncRNA,gene,NC_000004.12,-1,13706872,13730793,1
4033,4034,932465,gene-LOC101929048,GeneID:101929048,LOC101929048,Gene,lncRNA,gene,NC_000004.12,-1,13765933,13841710,7
4034,4035,932501,gene-LOC107986182,GeneID:107986182,LOC107986182,Gene,lncRNA,gene,NC_000004.12,1,13832391,14001617,6
4035,4036,932528,gene-LINC01085,"GeneID:152742,HGNC:HGNC:27198",LINC01085,Gene,lncRNA,gene,NC_000004.12,1,14111968,14140052,1
4036,4037,932536,gene-LINC00504,"GeneID:201853,HGNC:HGNC:43555",LINC00504,Gene,lncRNA,gene,NC_000004.12,-1,14470465,14888169,1
4037,4038,932546,gene-LOC105374496,GeneID:105374496,LOC105374496,Gene,lncRNA,gene,NC_000004.12,1,14513590,14518503,1
4038,4039,932551,gene-CPEB2-AS1,"GeneID:441009,HGNC:HGNC:49082",CPEB2-AS1,Gene,lncRNA,gene,NC_000004.12,-1,14909961,15002045,1
4039,4040,932561,gene-LOC105374498,GeneID:105374498,LOC105374498,Gene,lncRNA,gene,NC_000004.12,-1,14956410,14966710,2
4040,4041,932822,gene-LOC101929095,GeneID:101929095,LOC101929095,Gene,lncRNA,gene,NC_000004.12,-1,15004942,15427914,1
4041,4042,932831,gene-LOC105374501,GeneID:105374501,LOC105374501,Gene,lncRNA,gene,NC_000004.12,1,15124748,15133137,1
4042,4043,932871,gene-LOC107986185,GeneID:107986185,LOC107986185,Gene,lncRNA,gene,NC_000004.12,1,15446327,15448494,1
4043,4044,933653,gene-LOC107986186,GeneID:107986186,LOC107986186,Gene,lncRNA,gene,NC_000004.12,-1,15754071,15756458,1
4044,4045,935105,gene-LOC107986261,GeneID:107986261,LOC107986261,Gene,lncRNA,gene,NC_000004.12,-1,16113847,16120904,3
4045,4046,935123,gene-LOC105374502,GeneID:105374502,LOC105374502,Gene,lncRNA,gene,NC_000004.12,-1,16124284,16126165,1
4046,4047,935340,gene-LOC107986187,GeneID:107986187,LOC107986187,Gene,lncRNA,gene,NC_000004.12,-1,16176684,16179569,1
4047,4048,935344,gene-TAPT1-AS1,"GeneID:202020,HGNC:HGNC:26832",TAPT1-AS1,Gene,lncRNA,gene,NC_000004.12,1,16226663,16258187,2
4048,4049,935357,gene-LOC105374505,GeneID:105374505,LOC105374505,Gene,lncRNA,gene,NC_000004.12,1,16400500,16596629,1
4049,4050,935958,gene-LOC107986188,GeneID:107986188,LOC107986188,Gene,lncRNA,gene,NC_000004.12,-1,16893290,16897938,1
4050,4051,935963,gene-LOC105374507,GeneID:105374507,LOC105374507,Gene,lncRNA,gene,NC_000004.12,-1,17073859,17082629,1
4051,4052,935969,gene-LINC02493,"GeneID:101929123,HGNC:HGNC:53477",LINC02493,Gene,lncRNA,gene,NC_000004.12,-1,17171757,17186057,1
4052,4053,935977,gene-LOC107986219,GeneID:107986219,LOC107986219,Gene,lncRNA,gene,NC_000004.12,-1,17273821,17276981,1
4053,4054,935982,gene-SNORA75B,"GeneID:109616994,HGNC:HGNC:52220",SNORA75B,Gene,snoRNA,gene,NC_000004.12,-1,17320746,17320882,1
4054,4055,936532,gene-LOC107986220,GeneID:107986220,LOC107986220,Gene,lncRNA,gene,NC_000004.12,1,18155333,18157398,1
4055,4056,936537,gene-LOC107986262,GeneID:107986262,LOC107986262,Gene,lncRNA,gene,NC_000004.12,1,18167665,18226765,3
4056,4057,936550,gene-LOC105374510,GeneID:105374510,LOC105374510,Gene,lncRNA,gene,NC_000004.12,1,18411789,18837063,3
4057,4058,936573,gene-LOC107986263,GeneID:107986263,LOC107986263,Gene,lncRNA,gene,NC_000004.12,-1,18968496,19019371,2
4058,4059,936586,gene-LINC02438,"GeneID:107986264,HGNC:HGNC:53370",LINC02438,Gene,lncRNA,gene,NC_000004.12,-1,19218809,19456870,1
4059,4060,936593,gene-LOC105374511,GeneID:105374511,LOC105374511,Gene,lncRNA,gene,NC_000004.12,1,19856143,19937684,1
4060,4061,936598,gene-LOC105374513,GeneID:105374513,LOC105374513,Gene,lncRNA,gene,NC_000004.12,1,20006917,20026316,1
4061,4062,936603,gene-LOC105374514,GeneID:105374514,LOC105374514,Gene,lncRNA,gene,NC_000004.12,-1,20205999,20212958,1
4062,4063,937187,gene-SLIT2-IT1,"GeneID:100505893,HGNC:HGNC:41383",SLIT2-IT1,Gene,lncRNA,gene,NC_000004.12,1,20392189,20394856,1
4063,4064,937193,gene-MIR218-1,"GeneID:407000,HGNC:HGNC:31595,MIM:616770,miRBase:MI0000294",MIR218-1,Gene,miRNA,gene,NC_000004.12,1,20528275,20528384,3
4064,4065,937200,gene-LOC105374515,GeneID:105374515,LOC105374515,Gene,lncRNA,gene,NC_000004.12,1,20658446,20674272,1
4065,4066,938109,gene-MIR7978,"GeneID:102465859,HGNC:HGNC:50113,miRBase:MI0025754",MIR7978,Gene,miRNA,gene,NC_000004.12,-1,21464700,21464758,2
4066,4067,938114,gene-LOC105374516,GeneID:105374516,LOC105374516,Gene,lncRNA,gene,NC_000004.12,1,21582096,21613722,1
4067,4068,938120,gene-LOC112268323,GeneID:112268323,LOC112268323,Gene,lncRNA,gene,NC_000004.12,-1,21654912,21690350,1
4068,4069,938125,gene-KCNIP4-IT1,"GeneID:359822,HGNC:HGNC:29895",KCNIP4-IT1,Gene,lncRNA,gene,NC_000004.12,-1,21843341,21853188,1
4069,4070,938129,gene-LOC100505912,GeneID:100505912,LOC100505912,Gene,lncRNA,gene,NC_000004.12,-1,22327354,22339666,1
4070,4071,938135,gene-LOC105374519,GeneID:105374519,LOC105374519,Gene,lncRNA,gene,NC_000004.12,1,22350547,22362804,2
4071,4072,938269,gene-LOC105374520,GeneID:105374520,LOC105374520,Gene,lncRNA,gene,NC_000004.12,1,22635675,22688755,1
4072,4073,938292,gene-LOC107986265,GeneID:107986265,LOC107986265,Gene,lncRNA,gene,NC_000004.12,1,22726393,22727045,1
4073,4074,938299,gene-LOC105374521,GeneID:105374521,LOC105374521,Gene,lncRNA,gene,NC_000004.12,-1,22730391,22744295,2
4074,4075,938309,gene-LOC105374524,GeneID:105374524,LOC105374524,Gene,lncRNA,gene,NC_000004.12,1,22997576,23504916,6
4075,4076,938383,gene-LOC105374523,GeneID:105374523,LOC105374523,Gene,lncRNA,gene,NC_000004.12,-1,23302533,23400408,3
4076,4077,938399,gene-LOC105374525,GeneID:105374525,LOC105374525,Gene,lncRNA,gene,NC_000004.12,-1,23578638,23581468,1
4077,4078,938403,gene-LOC105374528,GeneID:105374528,LOC105374528,Gene,lncRNA,gene,NC_000004.12,1,23717860,23769047,3
4078,4079,938417,gene-LOC105374527,GeneID:105374527,LOC105374527,Gene,lncRNA,gene,NC_000004.12,1,23769094,23783980,1
4079,4080,938934,gene-MIR573,"GeneID:693158,HGNC:HGNC:32829,miRBase:MI0003580",MIR573,Gene,miRNA,gene,NC_000004.12,-1,24520192,24520290,2
4080,4081,938988,gene-LINC02473,"GeneID:107986266,HGNC:HGNC:53412",LINC02473,Gene,lncRNA,gene,NC_000004.12,1,24659856,24671574,2
4081,4082,939219,gene-LOC102723675,GeneID:102723675,LOC102723675,Gene,lncRNA,gene,NC_000004.12,1,24974200,25026861,8
4082,4083,939318,gene-LOC105374534,GeneID:105374534,LOC105374534,Gene,lncRNA,gene,NC_000004.12,-1,25107134,25112811,3
4083,4084,939470,gene-SEPSECS-AS1,"GeneID:285540,HGNC:HGNC:27737",SEPSECS-AS1,Gene,lncRNA,gene,NC_000004.12,1,25160672,25198506,1
4084,4085,939474,gene-LOC105374535,GeneID:105374535,LOC105374535,Gene,lncRNA,gene,NC_000004.12,-1,25190209,25233864,6
4085,4086,940071,gene-LOC105374536,GeneID:105374536,LOC105374536,Gene,lncRNA,gene,NC_000004.12,1,25424465,25468628,1
4086,4087,940079,gene-LOC101929161,GeneID:101929161,LOC101929161,Gene,lncRNA,gene,NC_000004.12,-1,25531040,25569346,1
4087,4088,940526,gene-LOC102723733,GeneID:102723733,LOC102723733,Gene,lncRNA,gene,NC_000004.12,1,25860728,25905684,1
4088,4089,940530,gene-LOC105374538,GeneID:105374538,LOC105374538,Gene,lncRNA,gene,NC_000004.12,-1,25899142,25914093,5
4089,4090,940557,gene-LINC02357,"GeneID:105374540,HGNC:HGNC:53279",LINC02357,Gene,lncRNA,gene,NC_000004.12,1,26070754,26104257,3
4090,4091,940577,gene-LOC105374541,GeneID:105374541,LOC105374541,Gene,lncRNA,gene,NC_000004.12,-1,26151875,26174487,1
4091,4092,940892,gene-LOC105374545,GeneID:105374545,LOC105374545,Gene,lncRNA,gene,NC_000004.12,-1,26181106,26198001,1
4092,4093,940897,gene-LOC105374542,GeneID:105374542,LOC105374542,Gene,lncRNA,gene,NC_000004.12,-1,26288142,26299646,1
4093,4094,941274,gene-LOC105374546,GeneID:105374546,LOC105374546,Gene,lncRNA,gene,NC_000004.12,-1,26859624,26860599,3
4094,4095,941365,gene-LINC02261,"GeneID:101929199,HGNC:HGNC:53173",LINC02261,Gene,lncRNA,gene,NC_000004.12,1,27217479,27282225,1
4095,4096,941376,gene-LOC105374547,GeneID:105374547,LOC105374547,Gene,lncRNA,gene,NC_000004.12,-1,27645973,27656496,3
4096,4097,941390,gene-LOC105374548,GeneID:105374548,LOC105374548,Gene,lncRNA,gene,NC_000004.12,1,27669967,27719249,2
4097,4098,941402,gene-LOC105374549,GeneID:105374549,LOC105374549,Gene,lncRNA,gene,NC_000004.12,1,27736549,27750206,1
4098,4099,941408,gene-LOC105374550,GeneID:105374550,LOC105374550,Gene,lncRNA,gene,NC_000004.12,1,27819160,27830169,1
4099,4100,941413,gene-LOC105374552,GeneID:105374552,LOC105374552,Gene,lncRNA,gene,NC_000004.12,1,27931184,28003072,1
4100,4101,941418,gene-LOC105374553,GeneID:105374553,LOC105374553,Gene,lncRNA,gene,NC_000004.12,-1,28024257,28108950,1
4101,4102,941423,gene-LOC105374557,GeneID:105374557,LOC105374557,Gene,lncRNA,gene,NC_000004.12,1,28117558,28604851,4
4102,4103,941444,gene-LOC107986269,GeneID:107986269,LOC107986269,Gene,lncRNA,gene,NC_000004.12,-1,28311519,28314093,1
4103,4104,941449,gene-LOC107986268,GeneID:107986268,LOC107986268,Gene,lncRNA,gene,NC_000004.12,-1,28361979,28387851,3
4104,4105,941465,gene-LOC105374556,GeneID:105374556,LOC105374556,Gene,lncRNA,gene,NC_000004.12,-1,28393311,28402926,1
4105,4106,941470,gene-LOC105374558,GeneID:105374558,LOC105374558,Gene,lncRNA,gene,NC_000004.12,-1,28522000,28585701,1
4106,4107,941475,gene-LOC105374559,GeneID:105374559,LOC105374559,Gene,lncRNA,gene,NC_000004.12,1,28624554,28631551,1
4107,4108,941481,gene-MIR4275,"GeneID:100422937,HGNC:HGNC:38293,miRBase:MI0015883",MIR4275,Gene,miRNA,gene,NC_000004.12,1,28819582,28819668,2
4108,4109,941487,gene-LINC02364,"GeneID:102723764,HGNC:HGNC:53288",LINC02364,Gene,lncRNA,gene,NC_000004.12,1,28996784,29014594,1
4109,4110,941492,gene-LINC02472,"GeneID:105374561,HGNC:HGNC:53411",LINC02472,Gene,lncRNA,gene,NC_000004.12,1,29214292,29221162,1
4110,4111,941499,gene-LOC107986221,GeneID:107986221,LOC107986221,Gene,lncRNA,gene,NC_000004.12,-1,29515670,29581470,1
4111,4112,941505,gene-LOC105374562,GeneID:105374562,LOC105374562,Gene,lncRNA,gene,NC_000004.12,-1,29797903,29801039,2
4112,4113,941745,gene-LINC02497,"GeneID:102723778,HGNC:HGNC:53482",LINC02497,Gene,lncRNA,gene,NC_000004.12,1,31171144,31211675,1
4113,4114,941752,gene-LOC105374564,GeneID:105374564,LOC105374564,Gene,lncRNA,gene,NC_000004.12,-1,31499797,31506308,1
4114,4115,941757,gene-LINC02501,"GeneID:105374565,HGNC:HGNC:53489",LINC02501,Gene,lncRNA,gene,NC_000004.12,1,31506544,31558821,2
4115,4116,941765,gene-LOC105374566,GeneID:105374566,LOC105374566,Gene,lncRNA,gene,NC_000004.12,-1,31702060,31729518,1
4116,4117,941771,gene-LOC107986222,GeneID:107986222,LOC107986222,Gene,lncRNA,gene,NC_000004.12,-1,31984493,31990446,1
4117,4118,941777,gene-LINC02506,"GeneID:102723828,HGNC:HGNC:53495",LINC02506,Gene,lncRNA,gene,NC_000004.12,1,31997379,32155406,1
